model_id,asteroid_id,lambda,beta,period,number,name,designation,reference_id,bibcode,a,b,c,R,R2
8475,5193,289.0,75.0,560.9,1826.0,Miller,,665,2023arxiv230510798d,1.522555,0.862398,0.775502,0.70429,0.7042908090335837
8476,5194,119.0,-90.0,16.6469,18279.0,,,665,2023arxiv230510798d,1.228085,0.898826,0.887534,0.855068,0.8550672393389638
8477,5195,226.0,-51.0,34.032,18289.0,Yokoyamakoichi,,665,2023arxiv230510798d,1.333967,0.883931,0.848991,0.798457,0.798456404656304
8478,5195,73.0,-39.0,34.029,18289.0,Yokoyamakoichi,,665,2023arxiv230510798d,1.346912,0.886904,0.84952,0.794283,0.7942828284253233
8479,5196,70.0,46.0,4.25016,1829.0,Dawson,,665,2023arxiv230510798d,1.385837,1.15353,0.600612,0.477033,0.4770330123875088
8480,5196,242.0,14.0,4.25016,1829.0,Dawson,,665,2023arxiv230510798d,1.32005,1.104788,0.662705,0.550939,0.5509391708921884
8481,5197,46.0,74.0,60.71,18307.0,,,665,2023arxiv230510798d,1.525317,0.90156,0.746423,0.65864,0.6586399019919988
8482,5197,249.0,72.0,60.71,18307.0,,,665,2023arxiv230510798d,1.613747,0.847182,0.7949,0.715433,0.7154337400272561
8483,5198,349.0,-55.0,36.556,18313.0,,,665,2023arxiv230510798d,1.215799,0.969979,0.880783,0.816246,0.8162456216924546
8484,5198,149.0,-40.0,36.548,18313.0,,,665,2023arxiv230510798d,1.153699,0.974607,0.909076,0.860364,0.8603639871753018
8485,5199,71.0,41.0,6.32216,18321.0,Bobrov,,665,2023arxiv230510798d,1.719183,0.895893,0.668655,0.567647,0.5676467614922793
8486,5199,252.0,31.0,6.32212,18321.0,Bobrov,,665,2023arxiv230510798d,1.611936,0.922987,0.70914,0.60412,0.6041202318884702
8487,5200,293.0,77.0,3.28927,18323.0,,,665,2023arxiv230510798d,1.354151,0.994058,0.799744,0.697556,0.6975557508698487
8488,5201,100.0,-78.0,4.47227,18324.0,,,665,2023arxiv230510798d,1.174368,0.989789,0.881917,0.820993,0.8209933710873336
8489,5202,8.0,-80.0,9.6141,18325.0,,,665,2023arxiv230510798d,1.288991,1.06965,0.738799,0.631927,0.6319264975243148
8490,5203,29.0,60.0,19.1708,18326.0,,,665,2023arxiv230510798d,1.203517,1.001007,0.885203,0.809913,0.8099129982506695
8491,5203,212.0,55.0,19.171,18326.0,,,665,2023arxiv230510798d,1.184216,0.967163,0.921474,0.865444,0.865444887982434
8492,5204,326.0,26.0,18.2978,18333.0,,,665,2023arxiv230510798d,1.501546,0.89946,0.814684,0.724156,0.7241556788847581
8493,5204,142.0,18.0,18.2974,18333.0,,,665,2023arxiv230510798d,1.523004,0.863688,0.819037,0.74304,0.7430396234439858
8494,5205,148.0,-84.0,7.1076,18338.0,,,665,2023arxiv230510798d,1.40856,0.93067,0.800637,0.714345,0.714344194874672
8495,5206,272.0,-79.0,13.5502,18349.0,Dafydd,,665,2023arxiv230510798d,1.753534,0.821834,0.709957,0.63437,0.6343706032553135
8496,5207,294.0,-43.0,7.2835,183560.0,Kristan,,665,2023arxiv230510798d,1.656463,0.951639,0.624563,0.516674,0.5166742971846214
8497,5208,320.0,77.0,4.44598,18370.0,,,665,2023arxiv230510798d,1.528398,0.859318,0.750235,0.681961,0.6819611355875328
8498,5209,100.0,-82.0,5.22538,18390.0,,,665,2023arxiv230510798d,1.2911,0.977404,0.825354,0.74185,0.7418495215955656
8499,5210,341.0,60.0,160.55,184017.0,,,665,2023arxiv230510798d,2.238973,0.948943,0.464269,0.348303,0.3483032901523777
8500,5211,234.0,-85.0,5.52432,184142.0,,,665,2023arxiv230510798d,1.411895,0.928943,0.801629,0.715358,0.7153577994426221
8501,5212,74.0,64.0,14.8689,18433.0,,,665,2023arxiv230510798d,1.647476,0.851216,0.740442,0.659651,0.6596520264934959
8502,5213,260.0,56.0,9.2423,18459.0,,,665,2023arxiv230510798d,1.490177,0.954358,0.690808,0.593711,0.5937101149289272
8503,5213,80.0,59.0,9.2422,18459.0,,,665,2023arxiv230510798d,1.492205,0.948973,0.69237,0.596795,0.5967952345799162
8504,5214,217.0,-79.0,7.7867,18460.0,Peckova,,665,2023arxiv230510798d,1.457096,0.927749,0.798112,0.704004,0.7040043489979293
8505,5215,106.0,-18.0,11.3413,18474.0,,,665,2023arxiv230510798d,1.566349,0.942065,0.687437,0.584296,0.5842957409993922
8506,5216,297.0,61.0,3.37095,18475.0,,,665,2023arxiv230510798d,1.233804,0.978651,0.86977,0.796847,0.7968468429975986
8507,5217,299.0,-46.0,10.5661,18482.0,,,665,2023arxiv230510798d,1.329876,0.991636,0.793345,0.698296,0.6982960620249622
8508,5218,48.0,12.0,10.2199,18483.0,,,665,2023arxiv230510798d,1.322468,0.945195,0.827348,0.750465,0.7504644979970918
8509,5219,194.0,38.0,9.7458,18513.0,,,665,2023arxiv230510798d,1.469414,0.840158,0.770022,0.720276,0.7202769270946763
8510,5220,218.0,18.0,6.00229,18524.0,Tagatoshihiro,,665,2023arxiv230510798d,1.542896,0.894295,0.759206,0.670505,0.6705045757285992
8511,5220,41.0,28.0,6.00235,18524.0,Tagatoshihiro,,665,2023arxiv230510798d,1.54847,0.865505,0.777769,0.700456,0.70045626611831
8512,5221,331.0,90.0,8.0264,1853.0,McElroy,,665,2023arxiv230510798d,1.281878,1.118757,0.713899,0.597517,0.5975172556563044
8513,5222,198.0,90.0,4.27086,18542.0,Broglio,,665,2023arxiv230510798d,1.557433,1.12262,0.563726,0.432056,0.4320552681033674
8514,5223,47.0,69.0,10.9716,18543.0,,,665,2023arxiv230510798d,1.290965,0.943901,0.835561,0.766229,0.7662292726291936
8515,5224,289.0,-82.0,13.2293,185463.0,,,665,2023arxiv230510798d,1.367191,0.932148,0.850627,0.767358,0.7673581511265843
8516,5225,28.0,39.0,29.28,18551.0,,,665,2023arxiv230510798d,1.246021,1.096597,0.726191,0.622515,0.6225151528973766
8517,5225,204.0,20.0,29.275,18551.0,,,665,2023arxiv230510798d,1.234327,1.117938,0.723955,0.617049,0.6170493161594283
8518,5226,140.0,-83.0,4.9082,18556.0,Battiato,,665,2023arxiv230510798d,1.546077,1.068877,0.641853,0.507821,0.5078211466158062
8519,5227,17.0,75.0,20.918,18562.0,Ellenkey,,665,2023arxiv230510798d,1.695237,0.864005,0.692206,0.604742,0.6047418716803495
8520,5228,325.0,37.0,7.7927,185875.0,,,665,2023arxiv230510798d,1.558234,0.879966,0.708046,0.62951,0.6295094245251158
8521,5229,220.0,-82.0,4.98823,185932.0,,,665,2023arxiv230510798d,1.771238,0.833964,0.737667,0.650501,0.6505003551927265
8522,5230,270.0,-72.0,5.72558,18602.0,Lagillespie,,665,2023arxiv230510798d,1.608195,0.873723,0.792384,0.699811,0.6998108230552545
8523,5231,197.0,-56.0,5.21176,18606.0,,,665,2023arxiv230510798d,1.210433,0.933226,0.895391,0.849592,0.8495928435534277
8524,5232,117.0,-70.0,34.371,18613.0,,,665,2023arxiv230510798d,1.490843,0.916345,0.822579,0.724714,0.7247140934817302
8525,5232,275.0,-68.0,34.371,18613.0,,,665,2023arxiv230510798d,1.456483,0.902335,0.836172,0.75039,0.7503896496937092
8526,5233,306.0,-79.0,39.507,18627.0,Rogerbonnet,,665,2023arxiv230510798d,1.330459,1.104738,0.675692,0.559747,0.5597474102479763
8527,5234,334.0,51.0,11.37,18638.0,Nouet,,665,2023arxiv230510798d,1.423729,1.002805,0.714683,0.607332,0.6073317910274785
8528,5235,257.0,-69.0,3.63028,18640.0,,,665,2023arxiv230510798d,1.269482,1.179766,0.729379,0.596395,0.5963944567317625
8529,5236,24.0,-90.0,5.25946,18653.0,Christagunt,,665,2023arxiv230510798d,1.540876,0.87355,0.732019,0.656524,0.6565242893019766
8530,5237,141.0,69.0,9.4074,18676.0,Zdenkaplavcova,,665,2023arxiv230510798d,1.621472,0.888634,0.721602,0.628532,0.6285320312020316
8531,5238,31.0,-78.0,56.792,18677.0,,,665,2023arxiv230510798d,1.165974,0.957841,0.903749,0.859314,0.8593146754243977
8532,5239,248.0,-26.0,9.6202,18678.0,,,665,2023arxiv230510798d,1.653494,0.93591,0.651605,0.545152,0.5451518824133545
8533,5239,70.0,-33.0,9.6201,18678.0,,,665,2023arxiv230510798d,1.617434,0.948218,0.665102,0.556315,0.5563156069776194
8534,5240,92.0,45.0,6.2498,18679.0,Heatherenae,,665,2023arxiv230510798d,1.512771,0.833349,0.797964,0.742512,0.7425118955210678
8535,5241,351.0,-58.0,11.6518,18682.0,,,665,2023arxiv230510798d,1.5901,0.86257,0.821385,0.734407,0.7344075009624154
8536,5242,340.0,-13.0,6.8643,18684.0,,,665,2023arxiv230510798d,1.547705,0.913216,0.736809,0.641447,0.6414471813844295
8537,5243,253.0,65.0,5.91484,18694.0,,,665,2023arxiv230510798d,1.531591,0.825469,0.80367,0.749161,0.7491604213180346
8538,5244,126.0,24.0,6.7565,18698.0,Racharles,,665,2023arxiv230510798d,1.055167,1.019139,0.953734,0.919847,0.9198467356682715
8539,5245,247.0,-81.0,4.93826,186983.0,,,665,2023arxiv230510798d,1.523182,0.924523,0.693559,0.602758,0.6027579849618687
8540,5246,180.0,-84.0,14.0834,18700.0,,,665,2023arxiv230510798d,1.398395,0.950347,0.782949,0.691874,0.6918735394145596
8541,5246,337.0,-64.0,14.0835,18700.0,,,665,2023arxiv230510798d,1.31685,0.929895,0.839273,0.76994,0.7699398876704495
8542,5247,199.0,51.0,6.5163,1871.0,Astyanax,,665,2023arxiv230510798d,1.167249,1.024672,0.865944,0.793481,0.7934806305641391
8543,5247,28.0,28.0,6.51632,1871.0,Astyanax,,665,2023arxiv230510798d,1.150491,1.002152,0.892464,0.833136,0.8331359966252647
8544,5248,262.0,16.0,15.0836,18713.0,,,665,2023arxiv230510798d,1.339992,0.925292,0.839726,0.767095,0.7670951717542569
8545,5249,183.0,58.0,24.417,18714.0,,,665,2023arxiv230510798d,1.447104,0.83167,0.812756,0.769451,0.7694504613821632
8546,5250,130.0,67.0,4.77548,18716.0,,,665,2023arxiv230510798d,1.154505,0.99258,0.924155,0.86577,0.865770375960699
8547,5250,358.0,46.0,4.77545,18716.0,,,665,2023arxiv230510798d,1.126709,1.021128,0.927141,0.865416,0.8654164823358457
8548,5251,195.0,73.0,8.3589,18722.0,,,665,2023arxiv230510798d,1.433293,0.869411,0.800116,0.739266,0.7392663941135801
8549,5252,164.0,85.0,10.1318,18724.0,,,665,2023arxiv230510798d,1.423428,0.982352,0.733418,0.630921,0.6309207933817141
8550,5253,306.0,-74.0,4.41931,18727.0,Peacock,,665,2023arxiv230510798d,1.462336,1.045095,0.669573,0.54928,0.5492802532622764
8551,5253,144.0,-72.0,4.41931,18727.0,Peacock,,665,2023arxiv230510798d,1.270365,0.932175,0.866465,0.805785,0.805784412282046
8552,5254,1.0,42.0,2.61245,18729.0,Potentino,,665,2023arxiv230510798d,1.160126,0.95986,0.894207,0.851193,0.8511929319334972
8553,5254,180.0,48.0,2.61245,18729.0,Potentino,,665,2023arxiv230510798d,1.153993,0.96265,0.895964,0.853565,0.8535649815372861
8554,5255,293.0,26.0,31.403,18732.0,,,665,2023arxiv230510798d,1.536922,0.848652,0.788091,0.720706,0.7207054375665519
8555,5256,263.0,-60.0,8.7483,18733.0,,,665,2023arxiv230510798d,1.499858,0.916884,0.771598,0.677996,0.6779955590193012
8556,5257,129.0,-48.0,6.25221,187476.0,,,665,2023arxiv230510798d,1.391767,1.104236,0.669234,0.543456,0.5434563500580085
8557,5258,285.0,-87.0,5.13282,18758.0,,,665,2023arxiv230510798d,1.748652,1.004483,0.587262,0.460239,0.4602390151467807
8558,5259,345.0,-59.0,9.4438,18786.0,Tyjorgenson,,665,2023arxiv230510798d,1.178257,0.948913,0.927484,0.882292,0.8822917230732339
8559,5259,197.0,-55.0,9.4438,18786.0,Tyjorgenson,,665,2023arxiv230510798d,1.148591,0.95971,0.935457,0.894584,0.8945837791993491
8560,5260,49.0,76.0,181.52,18799.0,,,665,2023arxiv230510798d,1.511855,0.91772,0.784035,0.68646,0.6864603032365288
8561,5260,263.0,57.0,181.49,18799.0,,,665,2023arxiv230510798d,1.650095,0.83207,0.771079,0.696997,0.6969966889908186
8562,5261,356.0,80.0,11.1778,18811.0,,,665,2023arxiv230510798d,1.459322,0.929416,0.746725,0.657564,0.6575638656175276
8563,5262,86.0,24.0,6.7709,18814.0,Ivanovsky,,665,2023arxiv230510798d,1.432985,0.894874,0.824201,0.748094,0.7480941837607944
8564,5263,355.0,64.0,17.4772,18815.0,,,665,2023arxiv230510798d,1.152409,0.985384,0.914518,0.860826,0.8608267722379191
8565,5263,135.0,65.0,17.4775,18815.0,,,665,2023arxiv230510798d,1.328682,0.993228,0.7423,0.653017,0.6530175317941345
8566,5264,100.0,-60.0,7.5531,18817.0,,,665,2023arxiv230510798d,1.272875,0.987569,0.854524,0.768307,0.768307045507669
8567,5264,284.0,-47.0,7.5531,18817.0,,,665,2023arxiv230510798d,1.268175,0.971994,0.849052,0.771511,0.771511324406701
8568,5265,356.0,81.0,9.0274,18826.0,Leifer,,665,2023arxiv230510798d,1.345335,0.955037,0.820218,0.734255,0.7342546992562291
8569,5266,323.0,-69.0,58.009,18832.0,,,665,2023arxiv230510798d,1.52626,0.867003,0.750701,0.678857,0.6788570033294029
8570,5266,112.0,-65.0,58.012,18832.0,,,665,2023arxiv230510798d,1.567944,0.884032,0.721338,0.638008,0.638008547899136
8571,5267,30.0,19.0,14.4149,18833.0,,,665,2023arxiv230510798d,1.169122,0.994218,0.908841,0.845748,0.8457485094524223
8572,5267,204.0,18.0,14.4149,18833.0,,,665,2023arxiv230510798d,1.163571,1.016942,0.891049,0.820996,0.8209962980537149
8573,5268,221.0,69.0,9.746,18852.0,,,665,2023arxiv230510798d,1.398566,0.912882,0.812073,0.735109,0.7351087519020106
8574,5268,32.0,64.0,9.7461,18852.0,,,665,2023arxiv230510798d,1.389319,0.89818,0.820244,0.75181,0.7518109106454088
8575,5269,343.0,80.0,4.72641,188543.0,,,665,2023arxiv230510798d,1.337677,0.921986,0.812881,0.744672,0.744672069550211
8576,5270,67.0,32.0,5.8478,18855.0,Sarahgutman,,665,2023arxiv230510798d,1.319067,0.925581,0.832117,0.764929,0.7649294087603671
8577,5270,238.0,35.0,5.84781,18855.0,Sarahgutman,,665,2023arxiv230510798d,1.319853,0.932418,0.83931,0.768027,0.7680276122032267
8578,5271,161.0,-81.0,6.6215,18856.0,,,665,2023arxiv230510798d,1.516827,0.888503,0.831714,0.742205,0.742204759553822
8579,5272,242.0,-75.0,9.5949,18859.0,,,665,2023arxiv230510798d,1.359724,1.018618,0.726426,0.623696,0.6236968922145317
8580,5273,346.0,85.0,5.02236,18865.0,,,665,2023arxiv230510798d,1.214238,1.031609,0.805871,0.722431,0.7224316356350798
8581,5274,48.0,13.0,4.6328,18880.0,Toddblumberg,,665,2023arxiv230510798d,1.347192,0.897936,0.854588,0.793036,0.7930362178350322
8582,5275,313.0,28.0,8.258,18893.0,,,665,2023arxiv230510798d,1.266354,0.94856,0.864148,0.7967,0.7967004608007965
8583,5276,182.0,82.0,14.8647,188976.0,,,665,2023arxiv230510798d,1.380411,1.077693,0.704523,0.582053,0.5820522337315309
8584,5277,140.0,-69.0,6.34425,189019.0,,,665,2023arxiv230510798d,1.454632,0.91853,0.806874,0.716566,0.7165667112626782
8585,5277,324.0,-42.0,6.34419,189019.0,,,665,2023arxiv230510798d,1.570107,0.840481,0.748721,0.683842,0.6838421390499638
8586,5278,220.0,-69.0,5.71164,18909.0,,,665,2023arxiv230510798d,1.428231,0.936026,0.776263,0.686415,0.6864156973282095
8587,5278,0.0,-66.0,5.71162,18909.0,,,665,2023arxiv230510798d,1.322412,0.954945,0.844548,0.761518,0.7615182533954005
8588,5279,21.0,36.0,6.139,18920.0,,,665,2023arxiv230510798d,1.678922,0.794197,0.716962,0.664894,0.6648939697710293
8589,5279,214.0,48.0,6.13901,18920.0,,,665,2023arxiv230510798d,1.679207,0.840821,0.681659,0.608324,0.6083237295394209
8590,5280,131.0,-75.0,4.94951,189206.0,,,665,2023arxiv230510798d,1.328407,0.969694,0.815051,0.72704,0.7270395504334669
8591,5280,262.0,-48.0,4.94952,189206.0,,,665,2023arxiv230510798d,1.290795,0.97844,0.83097,0.746524,0.7465232692304228
8592,5281,220.0,-52.0,7.9557,18921.0,,,665,2023arxiv230510798d,1.217669,0.944265,0.914454,0.859709,0.8597083753172785
8593,5282,2.0,-69.0,13.2335,18930.0,Athreya,,665,2023arxiv230510798d,1.689961,0.85016,0.665942,0.588686,0.5886856717638514
8594,5282,153.0,-72.0,13.2335,18930.0,Athreya,,665,2023arxiv230510798d,1.460356,0.910658,0.793604,0.707447,0.7074470245102984
8595,5283,280.0,-84.0,3.77133,18936.0,,,665,2023arxiv230510798d,1.361431,1.034531,0.716066,0.609065,0.6090652744147025
8596,5283,74.0,-59.0,3.7713,18936.0,,,665,2023arxiv230510798d,1.303543,0.945945,0.827005,0.754345,0.7543459665569506
8597,5284,218.0,-88.0,7.4904,18937.0,,,665,2023arxiv230510798d,1.466079,0.95546,0.76718,0.663115,0.6631150146488587
8598,5284,32.0,-53.0,7.4904,18937.0,,,665,2023arxiv230510798d,1.311842,0.986645,0.862587,0.765901,0.7659007841945779
8599,5285,231.0,-86.0,9.725,18949.0,Tumaneng,,665,2023arxiv230510798d,1.515923,0.847316,0.790874,0.727549,0.7275492513902716
8600,5286,299.0,55.0,79.8,18959.0,,,665,2023arxiv230510798d,1.503592,0.837779,0.792152,0.736189,0.7361889354563065
8601,5286,107.0,30.0,79.79,18959.0,,,665,2023arxiv230510798d,1.426743,0.912615,0.823981,0.740203,0.740202482289279
8602,5287,231.0,51.0,80.23,18963.0,,,665,2023arxiv230510798d,1.577229,0.868178,0.769177,0.686821,0.6868215521794312
8603,5287,56.0,36.0,80.24,18963.0,,,665,2023arxiv230510798d,1.595626,0.836351,0.785971,0.71617,0.716170297365717
8604,5288,40.0,32.0,16.3479,18968.0,,,665,2023arxiv230510798d,1.317109,0.998351,0.782797,0.68921,0.6892098333762294
8605,5288,205.0,44.0,16.3481,18968.0,,,665,2023arxiv230510798d,1.283626,0.981927,0.809895,0.727872,0.7278723826093285
8606,5289,327.0,18.0,2.37217,189747.0,,,665,2023arxiv230510798d,1.663601,0.884582,0.7238,0.626659,0.6266599309907754
8607,5289,147.0,11.0,2.37217,189747.0,,,665,2023arxiv230510798d,1.659307,0.864919,0.729138,0.641217,0.6412181250703968
8608,5290,36.0,43.0,22.373,18984.0,Olathe,,665,2023arxiv230510798d,1.440717,0.855275,0.849814,0.791735,0.7917349158486473
8609,5290,222.0,10.0,22.373,18984.0,Olathe,,665,2023arxiv230510798d,1.362119,0.892095,0.854201,0.792318,0.7923171680632569
8610,5291,245.0,75.0,3.84459,189928.0,,,665,2023arxiv230510798d,1.672151,0.886918,0.710222,0.612755,0.6127554170572164
8611,5291,32.0,68.0,3.84459,189928.0,,,665,2023arxiv230510798d,1.510592,0.923716,0.777143,0.677892,0.677892491467258
8612,5292,175.0,76.0,19.4547,1901.0,Moravia,,665,2023arxiv230510798d,1.351668,1.042427,0.713561,0.606215,0.6062151778721478
8613,5293,146.0,71.0,2.59601,19015.0,,,665,2023arxiv230510798d,1.324135,1.097781,0.684684,0.57039,0.5703891881927882
8614,5293,3.0,54.0,2.596,19015.0,,,665,2023arxiv230510798d,1.152298,0.984179,0.896177,0.844157,0.8441567894634984
8615,5294,341.0,-75.0,7.7196,19018.0,,,665,2023arxiv230510798d,1.372393,1.186244,0.61022,0.479527,0.47952648036189044
8616,5295,134.0,58.0,9.808,19020.0,,,665,2023arxiv230510798d,1.581006,0.889543,0.741169,0.650999,0.6509989049152289
8617,5296,239.0,8.0,33.985,19028.0,,,665,2023arxiv230510798d,1.31402,0.978817,0.79854,0.711764,0.711764596544693
8618,5296,64.0,25.0,33.984,19028.0,,,665,2023arxiv230510798d,1.330959,0.977897,0.790363,0.701028,0.7010284795484709
8619,5297,226.0,31.0,20.155,19048.0,,,665,2023arxiv230510798d,1.42132,0.965234,0.723389,0.6292,0.6291999678328664
8620,5298,256.0,-66.0,8.6529,19061.0,,,665,2023arxiv230510798d,1.42077,0.855367,0.801861,0.750916,0.7509157694064374
8621,5298,73.0,-60.0,8.653,19061.0,,,665,2023arxiv230510798d,1.367941,0.871137,0.837564,0.786871,0.7868707522512772
8622,5299,264.0,-56.0,16.9926,19062.0,,,665,2023arxiv230510798d,1.332832,1.049806,0.69327,0.590263,0.5902636157221409
8623,5300,339.0,-62.0,10.0919,19076.0,,,665,2023arxiv230510798d,1.353479,0.944609,0.801436,0.720281,0.7202809109267644
8624,5300,160.0,-49.0,10.0918,19076.0,,,665,2023arxiv230510798d,1.353117,0.94159,0.80049,0.720868,0.7208683662143666
8625,5301,189.0,-79.0,4.17364,19079.0,Hernandez,,665,2023arxiv230510798d,1.389506,1.062735,0.731707,0.607554,0.6075540960711968
8626,5302,192.0,34.0,6.80237,1910.0,Mikhailov,,665,2023arxiv230510798d,1.541871,0.97756,0.6645,0.555361,0.555361789225789
8627,5303,137.0,9.0,11.9229,1911.0,Schubart,,665,2023arxiv230510798d,1.19838,1.006453,0.837359,0.765366,0.7653663182246324
8628,5303,316.0,11.0,11.9229,1911.0,Schubart,,665,2023arxiv230510798d,1.197091,1.004805,0.836961,0.766061,0.7660605099579273
8629,5304,350.0,-67.0,7.1115,19110.0,,,665,2023arxiv230510798d,1.700637,0.843922,0.745024,0.660449,0.6604483516504492
8630,5304,148.0,-77.0,7.1115,19110.0,,,665,2023arxiv230510798d,1.672963,0.859541,0.776401,0.68368,0.6836806637061922
8631,5305,218.0,-88.0,9.1433,191206.0,,,665,2023arxiv230510798d,1.762947,0.850542,0.686097,0.597918,0.5979173848086989
8632,5306,26.0,-74.0,4.47393,19131.0,,,665,2023arxiv230510798d,1.178742,0.96214,0.914983,0.863612,0.8636121258848698
8633,5307,199.0,42.0,4.61479,191368.0,,,665,2023arxiv230510798d,1.60786,0.805489,0.758081,0.706314,0.7063141422597959
8634,5307,67.0,90.0,4.61479,191368.0,,,665,2023arxiv230510798d,1.843348,0.985679,0.563469,0.438666,0.43866631701507336
8635,5308,102.0,-51.0,22.568,19137.0,Copiapo,,665,2023arxiv230510798d,1.605434,0.861994,0.779007,0.694479,0.6944790579528437
8636,5308,293.0,-51.0,22.568,19137.0,Copiapo,,665,2023arxiv230510798d,1.787081,0.848517,0.675666,0.587187,0.5871870295398762
8637,5309,163.0,-81.0,6.69705,19139.0,Apian,,665,2023arxiv230510798d,1.47501,0.973945,0.714567,0.609066,0.6090660162566086
8638,5310,125.0,-83.0,5.55464,191430.0,,,665,2023arxiv230510798d,1.549307,0.865383,0.766818,0.690523,0.6905225158051649
8639,5311,106.0,72.0,5.30005,19149.0,Boccaccio,,665,2023arxiv230510798d,1.276293,0.917457,0.878905,0.823309,0.8233091980418321
8640,5311,360.0,69.0,5.30006,19149.0,Boccaccio,,665,2023arxiv230510798d,1.202819,0.972179,0.867248,0.806539,0.806539530112382
8641,5312,268.0,34.0,13.8713,191537.0,,,665,2023arxiv230510798d,1.17483,1.014599,0.907401,0.833356,0.8333561911067843
8642,5312,55.0,68.0,13.8714,191537.0,,,665,2023arxiv230510798d,1.328106,1.001669,0.754607,0.660766,0.6607662350639084
8643,5313,167.0,-86.0,4.65083,19155.0,Lifeson,,665,2023arxiv230510798d,1.247378,1.067106,0.738494,0.642045,0.6420450712829857
8644,5314,113.0,60.0,16.7518,19179.0,,,665,2023arxiv230510798d,1.534908,1.053302,0.635324,0.508545,0.5085451517108291
8645,5315,108.0,-88.0,5.12794,19181.0,,,665,2023arxiv230510798d,1.562586,0.938076,0.713713,0.608788,0.6087887976661857
8646,5315,243.0,-54.0,5.12795,19181.0,,,665,2023arxiv230510798d,1.498829,0.889888,0.79405,0.711042,0.7110417747684316
8647,5316,60.0,-76.0,5.06681,19184.0,,,665,2023arxiv230510798d,1.337898,0.922108,0.788991,0.722682,0.7226813569260199
8648,5317,23.0,53.0,18.8526,191890.0,,,665,2023arxiv230510798d,1.36731,1.020144,0.719637,0.615871,0.6158713929314946
8649,5318,298.0,-81.0,9.3754,19190.0,Morihiroshi,,665,2023arxiv230510798d,1.290417,0.923212,0.848204,0.788032,0.7880316118928837
8650,5319,81.0,-64.0,2.95749,19206.0,,,665,2023arxiv230510798d,1.223032,0.920961,0.862657,0.821017,0.8210175835134138
8651,5320,270.0,70.0,7.4778,19235.0,van Schurman,,665,2023arxiv230510798d,1.324682,0.974016,0.763527,0.680141,0.6801404359876262
8652,5321,137.0,-66.0,4.26975,19248.0,,,665,2023arxiv230510798d,1.106348,1.05656,0.920257,0.851396,0.8513953247306866
8653,5322,34.0,50.0,10.405,19249.0,,,665,2023arxiv230510798d,1.405144,1.057111,0.68535,0.568033,0.5680335981494962
8654,5323,298.0,87.0,3.30013,19256.0,,,665,2023arxiv230510798d,1.384625,1.220351,0.608765,0.469252,0.4692523714527353
8655,5324,77.0,71.0,4.59146,19261.0,,,665,2023arxiv230510798d,1.436288,1.001957,0.709091,0.600702,0.6007014829467898
8656,5325,275.0,-53.0,15.0262,19264.0,,,665,2023arxiv230510798d,1.203497,0.999297,0.840711,0.769929,0.769929612351347
8657,5325,105.0,-60.0,15.0262,19264.0,,,665,2023arxiv230510798d,1.19615,0.980768,0.853187,0.791598,0.7915974237434734
8658,5326,251.0,80.0,6.00016,19270.0,,,665,2023arxiv230510798d,1.482316,1.085436,0.615162,0.490871,0.490871212001843
8659,5326,86.0,67.0,6.00014,19270.0,,,665,2023arxiv230510798d,1.274687,0.989505,0.835969,0.75033,0.7503292539893799
8660,5327,165.0,-45.0,165.95,19274.0,,,665,2023arxiv230510798d,1.441179,0.964495,0.812793,0.703346,0.7033456854407972
8661,5328,313.0,-83.0,6.8591,19277.0,,,665,2023arxiv230510798d,1.377684,0.943451,0.84857,0.757686,0.7576857416243924
8662,5329,187.0,65.0,30.665,19278.0,,,665,2023arxiv230510798d,1.221497,1.057205,0.772283,0.681369,0.6813690454212574
8663,5330,92.0,-60.0,137.61,19282.0,Zhangcunhao,,665,2023arxiv230510798d,1.79537,0.786411,0.742268,0.678651,0.6786511653204473
8664,5330,284.0,-65.0,137.62,19282.0,Zhangcunhao,,665,2023arxiv230510798d,1.858389,0.831632,0.678078,0.590117,0.5901161639670764
8665,5331,227.0,32.0,2.65867,19288.0,Egami,,665,2023arxiv230510798d,1.13186,0.957668,0.924917,0.891483,0.8914834255846495
8666,5331,36.0,44.0,2.65865,19288.0,Egami,,665,2023arxiv230510798d,1.141999,0.946478,0.908492,0.877697,0.8776968935413758
8667,5332,185.0,-35.0,65.21,19290.0,Schroeder,,665,2023arxiv230510798d,1.686484,0.801635,0.760229,0.699563,0.6995627695750891
8668,5333,249.0,-82.0,4.88641,192936.0,,,665,2023arxiv230510798d,1.420305,0.911305,0.815534,0.734552,0.7345521196611489
8669,5333,19.0,-48.0,4.88642,192936.0,,,665,2023arxiv230510798d,1.480475,0.872252,0.828628,0.754845,0.7548455396943675
8670,5334,9.0,39.0,12.1426,19316.0,,,665,2023arxiv230510798d,1.430654,0.965382,0.732466,0.635356,0.6353558062196173
8671,5335,321.0,43.0,27.383,19329.0,,,665,2023arxiv230510798d,1.514233,0.995228,0.696964,0.580291,0.5802905638174202
8672,5335,143.0,38.0,27.383,19329.0,,,665,2023arxiv230510798d,1.443283,0.997169,0.723317,0.613266,0.6132657094703213
8673,5336,262.0,75.0,256.9,19339.0,,,665,2023arxiv230510798d,1.742225,0.852061,0.6936,0.606069,0.6060689179877715
8674,5337,256.0,-30.0,11.1259,19345.0,,,665,2023arxiv230510798d,1.667941,0.88333,0.689252,0.596761,0.5967617339189926
